0x5c504ed432cb51138bcf09aa5e8a410dd4a1e204ef84bfed1be16dfba1b22060,0,0x4e3a3754410177e6937ef1f84bba68ea139e8d1a2258c5f85db9f1cd715a1bdd,46147,0,0xa1e4380a3b1f749673e270229993ee55f35663b4,0x5df9b87991262f6ba471f09758cde1c0fc1de734,31337,21000,50000000000000,0x,1438918233
0x19f1df2c7ee6b464720ad28e903aeda1a5ad8780afc22f0b960827bd4fcf656d,0,0x5793f91c9fa8f824d8ed77fc1687dddcf334da81c68be65a782a36463b6f7998,46169,0,0xbd08e0cddec097db7901ea819a3d1fd9de8951a2,0x5c12a8e43faf884521c2454f39560e6c265a68c8,19900000000000000000,21000,909808707606,0x,1438918613
0x9e6e19637bb625a8ff3d052b7c2fe57dc78c55a15d258d77c43d5a9c160b0384,0,0xf4a537e8e2233149929a9b6964c9aced6ee95f42131aa6b648d2c7946dfc6fe2,46170,0,0x63ac545c991243fa18aec41d4f6f598e555015dc,0xc93f2250589a6563f5359051c1ea25746549f0d8,599989500000000000000,21000,500000000000,0x,1438918630
0xcb9378977089c773c074045b20ede2cdcc3a6ff562f4e64b51b20c5205234525,0,0x47ec6a0c3467850cf88112c212c262819de6f1d084d396981d18d8f949cb3017,46194,0,0x037dd056e7fdbd641db5b6bea2a8780a83fae180,0x7e7ec15a5944e978257ddae0008c2f2ece0a6090,100000000000000000000,21000,1000000000000,0x,1438918983
0x01f7583ce239ad19682ccbadb21d69a03cf7be333f4be9c02233874e3f79bf9d,0,0x9b430b5151969097fd7e5c29726a3afe680ab56f0f14a49a8f045b66392add15,46400,0,0xf55cdbdf978f539ea4eee0621f7f1a0f9f00f7d9,0x6baf48e1c966d16559ce2dddb616ffa72004851e,5000000000000000,21000,500000000000,0x,1438922527
0x78e67bdd9e0bf6ce3cc6025e2ed9ee6d55828baae8d0c78dde0c1dd9fed0e33d,3,0x6cc737fca2da03bb89557857c7558f8ad470587b99e01689efdf0df0a040b080,46401,0,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,20000000000000000000,21000,500000000000,0x,1438922533
0x6c929e1c3d860ee225d7f3a7addf9e3f740603d243260536dfa2f3cf02b51de4,3,0x249ea54eada07708b29d7c424b8466dec9f1d98067b0be1b89c7ee660cca858d,46402,0,0xa1e4380a3b1f749673e270229993ee55f35663b4,,0,24000,10000000000000,0x606060405260008054600160a060020a0319163317905560068060236000396000f300606060405200,1438922535
0x8f798ca2400eaa90fef1a700dae338b0f81f2517ca2f181f11754e57aa5b3b82,4,0xe66bbc4429d736e9cb27056c7dbacaab2741ed67d93727de9a2ff48497d8c7b2,46403,0,0xf86a3ea8071f7095c7db8a05ae507a8929dbb876,0x7cd05927fe0aa3b6552db959e7539ae28dcbbdcf,100000000000000000000,21000,800000000000,0x,1438922543
0xfbfb230d663b1dd1b4decd1fb983f4aa4990879f06bc11600bef87e0f3304d8d,4,0x839f37debc932a8672b25068f3e17a13d0fc38f500324a388a32dd03e0b8fc96,46406,0,0xaf880fc7567d5595cacce15c3fc14c8742c26c9e,0x543807d0af2c58b49d7f25659d0472d4d8b8e8da,20000000000000000000,21000,500000000000,0x,1438922638
0x9950ffdb159eff6b85b1ab016a4ddd425e7e5d2232d624f2c4c2949dde8485f1,1,0x9e8191aed141412f8af8ab2df077ea0644c1729c6940b01a6bc2295a538c9735,46409,0,0x6baf48e1c966d16559ce2dddb616ffa72004851e,0xbf8d8b4ec992203984f7379b001e87e6943dd5e3,50000000000000000,21000,500000000000,0x,1438922654
